OTU,Kingdom,Phylum,Class,Order,Family,Genus,Label
BOTU_2090,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unidentified,BOTU_2090_Rhodospirillaceae
BOTU_2095,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,BOTU_2095_Niastella
BOTU_2100,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,BOTU_2100_Pirellula
BOTU_2101,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,BOTU_2101_MB-A2-108
BOTU_2104,Bacteria,Cyanobacteria,Cyanobacteriia,unidentified,unidentified,unidentified,BOTU_2104_Cyanobacteriia
BOTU_2092,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,unidentified,unidentified,BOTU_2092_Microtrichales
BOTU_2096,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_2096_Chloroflexi
BOTU_2097,Bacteria,Acidobacteriota,Blastocatellia,DS-100,DS-100,DS-100,BOTU_2097_DS-100
BOTU_2098,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_2098_Alphaproteobacteria
BOTU_2107,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,unidentified,BOTU_2107_Spirosomaceae
BOTU_2103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unidentified,BOTU_2103_Beijerinckiaceae
BOTU_2106,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,24-Nov,BOTU_2106_44889
BOTU_2102,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,BOTU_2102_Azospirillum
BOTU_2105,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unidentified,BOTU_2105_Ilumatobacteraceae
BOTU_2109,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_2109_Chitinophagaceae
BOTU_2114,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_2114_Roseiflexaceae
BOTU_2112,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,BOTU_2112_FFCH7168
BOTU_2118,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_2118_Roseiflexaceae
BOTU_2108,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,unidentified,BOTU_2108_Nocardioidaceae
BOTU_2113,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_2113_Caldilineaceae
BOTU_2115,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_2115_Chloroflexi
BOTU_2121,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_2121_SBR1031
BOTU_2117,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,BOTU_2117_Spiroplasma
BOTU_2111,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_2111_Acidimicrobiia
BOTU_2119,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Solimonas,BOTU_2119_Solimonas
BOTU_2120,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27,BOTU_2120_mle1-27
BOTU_2122,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,BOTU_2122_Ellin517
BOTU_2110,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_2110_Elsterales
BOTU_2124,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781,BOTU_2124_AKIW781
BOTU_2123,Bacteria,Armatimonadota,unidentified,unidentified,unidentified,unidentified,BOTU_2123_Armatimonadota
BOTU_2126,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_2126_SBR1031
BOTU_2125,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,BOTU_2125_Acidiphilium
BOTU_2129,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_2129_WD2101_soil_group
BOTU_2116,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_2116_Paenibacillus
BOTU_2128,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,BOTU_2128_Chthonomonas
BOTU_2127,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_2127_TK10
BOTU_2130,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722,BOTU_2130_AKYG1722
BOTU_2136,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,BOTU_2136_Singulisphaera
BOTU_2134,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2134_Gemmataceae
BOTU_2132,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,BOTU_2132_Patulibacter
BOTU_2141,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,BOTU_2141_vadinHA49
BOTU_2138,Bacteria,Actinobacteriota,unidentified,unidentified,unidentified,unidentified,BOTU_2138_Actinobacteriota
BOTU_2131,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,BOTU_2131_MND1
BOTU_2140,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_2140_Bdellovibrio
BOTU_2133,Bacteria,Armatimonadota,unidentified,unidentified,unidentified,unidentified,BOTU_2133_Armatimonadota
BOTU_2135,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,unidentified,BOTU_2135_Sandaracinaceae
BOTU_2139,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,unidentified,unidentified,BOTU_2139_Vicinamibacterales
BOTU_2142,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales,BOTU_2142_Rokubacteriales
BOTU_2137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,BOTU_2137_Bauldia
BOTU_2143,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_2143_C0119
BOTU_2144,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781,BOTU_2144_AKIW781
BOTU_2145,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_2145_SBR1031
BOTU_2146,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,BOTU_2146_JGI_0001001-H03
BOTU_2152,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2152_Gemmataceae
BOTU_2149,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,BOTU_2149_Aquicella
BOTU_2147,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Gryllotalpicola,BOTU_2147_Gryllotalpicola
BOTU_2150,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,BOTU_2150_Armatimonadales
BOTU_2148,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,BOTU_2148_Nocardia
BOTU_2151,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,FFCH9454,FFCH9454,BOTU_2151_FFCH9454
BOTU_2153,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,unidentified,BOTU_2153_Sandaracinaceae
BOTU_2162,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_2162_WD2101_soil_group
BOTU_2159,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781,BOTU_2159_AKIW781
BOTU_2154,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,BOTU_2154_Fluviicola
BOTU_2163,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2163_Gemmataceae
BOTU_2156,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,BOTU_2156_JG30-KF-CM66
BOTU_2161,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,BOTU_2161_RB41
BOTU_2157,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14,BOTU_2157_OLB14
BOTU_2155,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,BOTU_2155_MND1
BOTU_2158,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19,BOTU_2158_Blfdi19
BOTU_2164,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_2164_TK10
BOTU_2165,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophagaceae,BOTU_2165_Cytophagaceae
BOTU_2160,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unidentified,BOTU_2160_Caulobacteraceae
BOTU_2168,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2168_Gemmataceae
BOTU_2166,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_2166_Gaiellales
BOTU_2167,Bacteria,Myxococcota,Polyangia,Polyangiales,unidentified,unidentified,BOTU_2167_Polyangiales
BOTU_2170,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,BOTU_2170_TK10
BOTU_2176,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781,BOTU_2176_AKIW781
BOTU_2171,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,BOTU_2171_Roseisolibacter
BOTU_2175,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_2175_env.OPS_17
BOTU_2172,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,BOTU_2172_Kapabacteriales
BOTU_2169,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,BOTU_2169_MND1
BOTU_2180,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_2180_Gemmatimonas
BOTU_2185,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,BOTU_2185_Aquisphaera
BOTU_2174,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,unidentified,unidentified,BOTU_2174_Enterobacterales
BOTU_2178,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_2178_Gemmatimonadaceae
BOTU_2182,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,BOTU_2182_IMCC26207
BOTU_2179,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,BOTU_2179_CL500-29_marine_group
BOTU_2181,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_2181_Gaiellales
BOTU_2177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,BOTU_2177_A0839
BOTU_2188,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_2188_WD2101_soil_group
BOTU_2186,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,unidentified,BOTU_2186_Pedosphaeraceae
BOTU_2173,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Pragia,BOTU_2173_Pragia
BOTU_2184,Bacteria,Actinobacteriota,Actinobacteria,unidentified,unidentified,unidentified,BOTU_2184_Actinobacteria
BOTU_2187,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,BOTU_2187_Ferruginibacter
BOTU_2183,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,BOTU_2183_Azospirillum
BOTU_2190,Bacteria,Chloroflexi,Anaerolineae,C10-SB1A,C10-SB1A,C10-SB1A,BOTU_2190_C10-SB1A
BOTU_2191,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_2191_Acetobacteraceae
BOTU_2189,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,BOTU_2189_YC-ZSS-LKJ147
BOTU_2192,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_2192_Bryobacter
BOTU_2199,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_2199_unidentified
BOTU_2194,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2194_Gemmataceae
BOTU_2193,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,BOTU_2193_Hymenobacter
BOTU_2197,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9,BOTU_2197_RBG-13-54-9
BOTU_2198,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,BOTU_2198_C0119
BOTU_2196,Bacteria,Armatimonadota,unidentified,unidentified,unidentified,unidentified,BOTU_2196_Armatimonadota
BOTU_2203,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,BOTU_2203_Fimbriiglobus
BOTU_2204,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,BOTU_2204_A4b
BOTU_2205,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_2205_Gemmata
BOTU_2200,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,BOTU_2200_Armatimonadales
BOTU_2195,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19,BOTU_2195_Blfdi19
BOTU_2207,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_2207_Gemmata
BOTU_2201,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,BOTU_2201_KD4-96
BOTU_2206,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_2206_Haliangium
BOTU_2208,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,BOTU_2208_Roseisolibacter
BOTU_2214,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,unidentified,unidentified,BOTU_2214_Planctomycetales
BOTU_2202,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,BOTU_2202_Tahibacter
BOTU_2211,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2211_Gemmataceae
BOTU_2212,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,BOTU_2212_Fluviicola
BOTU_2213,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,BOTU_2213_Flavobacterium
BOTU_2209,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_2209_Alphaproteobacteria
BOTU_2222,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,BOTU_2222_Pirellula
BOTU_2210,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,BOTU_2210_Actinospica
BOTU_2221,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_2221_Gemmata
BOTU_2216,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,BOTU_2216_Iamia
BOTU_2219,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_2219_0319-6G20
BOTU_2215,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,BOTU_2215_67-14
BOTU_2217,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_2217_Haliangium
BOTU_2218,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_2218_Acetobacteraceae
BOTU_2229,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified,BOTU_2229_Isosphaeraceae
BOTU_2223,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_2223_Gemmatimonadaceae
BOTU_2220,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,BOTU_2220_Novosphingobium
BOTU_2230,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2230_Gemmataceae
BOTU_2226,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_2226_Chloroflexi
BOTU_2225,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_2225_Bryobacter
BOTU_2224,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,BOTU_2224_[Eubacterium]_coprostanoligenes_group
BOTU_2231,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2231_Gemmataceae
BOTU_2227,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,BOTU_2227_Chryseobacterium
BOTU_2228,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,unidentified,BOTU_2228_Ilumatobacteraceae
BOTU_2232,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,BOTU_2232_AKYH767
BOTU_2240,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,BOTU_2240_SH-PL14
BOTU_2233,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,unidentified,unidentified,BOTU_2233_Cytophagales
BOTU_2236,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,BOTU_2236_0319-6G20
BOTU_2241,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1921-3,BOTU_2241_1921-3
BOTU_2234,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,BOTU_2234_Haliangium
BOTU_2237,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,BOTU_2237_Bryobacter
BOTU_2238,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_2238_Chitinophagaceae
BOTU_2243,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2243_Gemmataceae
BOTU_2239,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified,unidentified,BOTU_2239_Rhizobiales
BOTU_2244,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,BOTU_2244_Fimbriimonadaceae
BOTU_2235,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,BOTU_2235_Shewanella
BOTU_2248,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unidentified,BOTU_2248_Anaerolineaceae
BOTU_2250,Bacteria,Chloroflexi,Anaerolineae,C10-SB1A,C10-SB1A,C10-SB1A,BOTU_2250_C10-SB1A
BOTU_2245,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,BOTU_2245_Gaiella
BOTU_2253,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,BOTU_2253_Roseimicrobium
BOTU_2249,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,BOTU_2249_P3OB-42
BOTU_2242,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,unidentified,unidentified,BOTU_2242_Burkholderiales
BOTU_2252,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_2252_env.OPS_17
BOTU_2256,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,BOTU_2256_env.OPS_17
BOTU_2251,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,BOTU_2251_Pajaroellobacter
BOTU_2255,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,BOTU_2255_Saccharimonadales
BOTU_2254,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722,BOTU_2254_AKYG1722
BOTU_2247,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,unidentified,unidentified,BOTU_2247_Burkholderiales
BOTU_2246,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,BOTU_2246_Paenibacillus
BOTU_2257,Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,BOTU_2257_S0134_terrestrial_group
BOTU_2258,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,BOTU_2258_Mucilaginibacter
BOTU_2259,Bacteria,Actinobacteriota,Actinobacteria,unidentified,unidentified,unidentified,BOTU_2259_Actinobacteria
BOTU_2266,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,type_III,type_III,BOTU_2266_type_III
BOTU_2260,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,unidentified,BOTU_2260_Diplorickettsiaceae
BOTU_2263,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_2263_Edaphobaculum
BOTU_2262,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_12,BOTU_2262_Clostridium_sensu_stricto_12
BOTU_2261,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14,BOTU_2261_OLB14
BOTU_2265,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_2265_Chloroflexi
BOTU_2273,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,unidentified,BOTU_2273_Roseiflexaceae
BOTU_2269,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_2269_Gemmatimonas
BOTU_2268,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_2268_Edaphobaculum
BOTU_2271,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,BOTU_2271_Blastocatella
BOTU_2274,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,BOTU_2274_SBR1031
BOTU_2264,Bacteria,Desulfobacterota,unidentified,unidentified,unidentified,unidentified,BOTU_2264_Desulfobacterota
BOTU_2276,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2276_Gemmataceae
BOTU_2270,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17,BOTU_2270_Subgroup_17
BOTU_2275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,BOTU_2275_Methylobacterium-Methylorubrum
BOTU_2278,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Oscillochloris,BOTU_2278_Oscillochloris
BOTU_2267,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,BOTU_2267_Sulfuritalea
BOTU_2277,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,BOTU_2277_Anaeromyxobacter
BOTU_2272,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,BOTU_2272_Elsterales
BOTU_2279,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2279_Gemmataceae
BOTU_2287,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_2287_unidentified
BOTU_2281,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2281_Gemmataceae
BOTU_2280,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unidentified,BOTU_2280_Microscillaceae
BOTU_2284,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified,BOTU_2284_Caldilineaceae
BOTU_2283,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,unidentified,unidentified,BOTU_2283_Cyanobacteriales
BOTU_2292,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_2292_WD2101_soil_group
BOTU_2282,Bacteria,Actinobacteriota,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_2282_Acidimicrobiia
BOTU_2291,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,unidentified,BOTU_2291_Gemmataceae
BOTU_2285,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,BOTU_2285_Subgroup_10
BOTU_2290,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27,BOTU_2290_mle1-27
BOTU_2288,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,unidentified,BOTU_2288_Steroidobacteraceae
BOTU_2286,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,BOTU_2286_Corynebacterium
BOTU_2298,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,BOTU_2298_Gemmata
BOTU_2300,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,BOTU_2300_WD2101_soil_group
